city,year,GDP(100million),VA_primary(100million),VA_secondary(100million),VA_tertiary(100million),total_pop(10k),resident_pop(10k),province,province_code,province_level,city_code,city_level,geometry,_merge
省直辖县级行政区划(河南省),1990.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1991.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1992.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1993.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1994.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1995.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1996.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1997.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1998.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),1999.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2000.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2001.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2002.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2003.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2004.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2005.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2006.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2007.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2008.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2009.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2010.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2011.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2012.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2013.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2014.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2015.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2016.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2017.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2018.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2019.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2020.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(河南省),2021.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1990.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1991.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1992.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1993.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1994.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1995.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1996.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1997.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1998.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),1999.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2000.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2001.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2002.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2003.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2004.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2005.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2006.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2007.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2008.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2009.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2010.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2011.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2012.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2013.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2014.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2015.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2016.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(海南省),2017.0,,,,,573.8044,,,,,,,,left_only
省直辖县级行政区划(海南省),2018.0,,,,,580.4407,,,,,,,,left_only
省直辖县级行政区划(海南省),2019.0,,,,,573.5882,,,,,,,,left_only
省直辖县级行政区划(海南省),2020.0,,,,,574.1758,,,,,,,,left_only
省直辖县级行政区划(海南省),2021.0,,,,,416.6057,,,,,,,,left_only
省直辖县级行政区划(湖北省),1990.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1991.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1992.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1993.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1994.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1995.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1996.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1997.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1998.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),1999.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2000.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2001.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2002.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2003.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2004.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2005.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2006.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2007.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2008.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2009.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2010.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2011.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2012.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2013.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2014.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2015.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2016.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2017.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2018.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2019.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2020.0,,,,,,,,,,,,,left_only
省直辖县级行政区划(湖北省),2021.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1990.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1991.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1992.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1993.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1994.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1995.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1996.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1997.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1998.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),1999.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2000.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2001.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2002.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2003.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2004.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2005.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2006.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2007.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2008.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2009.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2010.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2011.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2012.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2013.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2014.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2015.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2016.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2017.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2018.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2019.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2020.0,,,,,,,,,,,,,left_only
自治区直辖县级行政区划(新疆),2021.0,,,,,,,,,,,,,left_only
